ST101CP-50HV	50	101.3	844.8	712.8	963.6	0.5	15	-30	50
ST111CP-50HV	50	110.5	921.6	777.6	1051.2	0.5	15	-30	50
ST120CP-50HV	50	119.8	998.4	842.4	1138.8	0.5	15	-30	50
ST129CP-50HV	50	129	1075.2	907.2	1226.4	0.5	15	-30	50
STACK230P	150	230	848.5	760	937	0.666667	20	20	35
STACK230E	58.3	235	848.5	760	937	0.333334	20	20	35
STACK360E	90.8	365	1331.5	1193	1470	0.333334	20	20	35
RSU-400	1300	4184	1500	790	1810	0.333334	20	-20	50

